doc_text,image2text,speech2text
Кто круче из крестных? Сириус Блэк или Дон Корлеоне? #дедищев # стендап  #тнт #reels #крёстный,,самый крутой родственник это крестный да вот это это потому что твой добровольный родственник его во первых невозможно потерять в квартирной войне да вряд ли он такой я его так там водой и вал дайте мне хоть холодильник пожалуйста нет такого не будет крестный это твой духовный отец который должен познакомиться с богом меня крестный чуть раз не познакомил с богом когда вот так потными руками решил покрутить меня в сантиметре от знакомства был сука
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,в книжном магазине недавно там такие названия у книг интригующие попадаются мне запомнилась такая как жить с собакой невротиком потом у автора вышло продолжение как жить с кошкой и невротиком я думаю ты что там творишь зачем ты животных доводишь оставь уже в покое мне стало интересно кто такой невротик оказывается невротик это тот кто сомневается что он справится со своими обязанностями я думаю это что надо сделать с кошкой чтобы она засомневалась в своих кошачьих способностях чтобы она сидела и думала я плохая кошка я мало роняю вещей поэтому как вообще понять что кошка невротик я думаю если она начала таскать свой уголок книжки по личностному росту тут конечно пора бить тревогу
"То чувство, когда мечты сбываются 😁  «Шоу Воли» в воскресенье в 23:35 на @tnt_online #ШоуВоли",: ты забыл туфли у меня фиолетовые,ты забыл туфли у меня фиолетовые цветок фиолетовый и даже магическое кольцо четыре стрекозы и ребят ладно уже соситесь все они я сейчас по боям еще отец на вас сдурела я теперь не это детство закончила я кстати знаю только что поработал с той медсестрой я здоров а ты бы слышал сейчас со стороны почему ты молчал ты мне не помог сейчас сидел бы она со стороны дать им плачу плати десять долларов и смотри на такую же пусть заплатит ты прав молодец ребят спасибо спасибо тебе елена пошла паша паша не пошел а я это говорила не надо хватит уходи отстань сидит смотрит а потом быстро говорит ну че ты так поступил там полез к ней сказал бы нет я говорю говорю мы с ириной друзья у вас не может быть
Новый выпуск «Женского Форума» с @dubtsova_official эксклюзивно в VK Видео!,"эксклюзивно в vк видео чтобы выйти замуж, нужно меньше шутить?2?",что то не то надо меньше шутить девочки вы в курсе кто из вас в браке не давайте раз не было вот вот интересно кто из вас брат я ты в браке да но ты меньше всех шутишь это важно важно это неприятно
"Просто комедия с залом. Веселимся как в старые добрые.   Больше меня тут:  ТГ:  https://t.me/sobolevtelergam Паблик ВКОНТАКЕТ: https://vk.com/public161938332  По вопросам рекламы на моем канале: commercial@sobolev-tut.ru По вопросам организации концертов: Нина 8-911-973-02-46  Смотри еще ⬇️⬇️⬇️ : ♥️ Новое шоу ""ТОКСИКИ"" youtu.be/A7uKmR2ySso?si=CcNxNAHZwJ5d-tOi  ♥️ Сольный концерт 2023: ""Третий"" youtu.be/CF-pHTtYKF8?si=YGXiRf82VGlSeSgZ  ♥️ Сольный концерт 2020 на ТНТ : ""Семья - Боль"". Концерт можно посмотреть на платформе PREMIER.  ♥️ Сольный концерт 2020: ""В поисках моей аудитории"" https://www.youtube.com/watch?v=t2uVHwGphR4  ♥️ Сольный концерт 2018: "" стендап  не на ТНТ"" https://www.youtube.com/watch?v=0Yq9dCNpX1U  ♥️ Концерт 2017  ""Ходит по сцене и орет"":  https://www.youtube.com/watch?v=GH6wq7jexCk  00:00 Начало 1:34 Владелец автосервиса 3:49 Саша и её разговорчивый парень  5:27 Почему парень не делает предложение? 12:17 Продавец пушистых членов  15:17 Угадываем тайну зрителя  19:21 Бывший работник АвтоВАЗа 22:04 Игра ""Выжившие"" 29:30 Самый востребованный агроном  31:42 Зачем нужен бухгалтер?  35:32 Конец  # стендап  #Соболев # стендап  #Камеди #Comedy # комик  #Блог #Смешно #sobolev #Прожарка #Соболь #токсики",,
"Опубликован комментарий к записи: https://vk.com/wall-212841365_11622  [id712656536|Munir], вышел. Ссылка в предыдущем посте на стене.",,
Жинкин лев 🦁,вот с ровесницей тяжело,с ровесницей тяжело бля женщина ровесница любая из вас меня схавает любая физически сильное становится уже да да да да когда ребенок рождается оно бля прикинь с часами такая упражнение пампит хуя да да да да даже даже бля а домой бля ах да сильно я прям чувствую физическую силу у жены слава богу за то что они в тейплях в горах вот так жили блядь вот так жили бля охуительно понял что у кавказских женщин еще остался стереотип то есть я вот на том движении ну понял на этих инерциях на победах предков да да да да победа или такой типа а может ебануть я такая бля ну да надо короче понимаешь да да да ну я знаю если мы с ней раз на раз сойдемся она мне челюсть сломает нахуй бля ха ха она
я,"я: всё ясно я больше не хочу это обсуждать, тема закрыта, хватит я через 30 секунд: нет ну ты всё-токе объясни",
Ну он что делает 😍,вот эта ещё же,а вот это вот еще есть концепция что типа мои деньги мои деньги деньги мужа это наши деньги вообще как к этому я она вообще то коза это нормально я вот как считаю ее деньги это ее деньги а мои деньги это тоже ее день
"Напиток не для слабаков Главное, помните, алкоголь - зло.  # стендап  # стендап  # стендап тнт #шутка #романкосицын #comedy","ш 2 \"" за еду отвечает 1 мать,","За еду отвечает мать, за алкоголь отвечает отец, и он тоже готовился. Он сразу говорит, ты будешь водку, коньяк или самогон «Петровых». Знаете, такой деревенский самогон, который выпил и за руль можно через полгода, вот этот вот. Который можно закусывать сырой курицей, она по дороге приготовится там даже. Который дал рюмаху, перданул, прожег штаны, вот этот вот."
Ни одна беременность не может меня остановить от сьемок в шоу Утро на ТНТ ☀️😝 Каждое утро бежим на встречу с вами))) с 6 до 8.00 с понедельника по пятницу 😊,,
"- Как называется сериал, новый сезон которого ты больше всего ждешь?  - Черешня. Новый сезон только начался, и скоро каждый день будет новая серия.",,
Смотрите новый сезон @female стендап  каждую субботу на ТНТ в 23:00 #женский стендап  # стендап  # стендап тнт #comedy # стендап comedy # стендап  #проотношения,v | про красные флаги| jus т w shoppin / т,просто вот эти советчики они же до конца не вникают поэтому для них сейчас любое действие моего чувака это карина вообще то это звоночек карина насчет этой красной флаг а меня ждет случай там где красный флаг значит там праздник или администрация
"Ренан Лоди, одноклубник Неймара по «Аль-Хилялю», решил пранкануть звезду и завязал на его бутсах узел. Вот как ответил Ней 🙃 ⠀ Доброе утро с добрыми шутками!",,
« стендап » в пятницу в 23:00 на ТНТ,,проктолог но объективно говоря странный врач ну странный выбор ну у человека много чего болит как ты до этого дошел я себя как ну в тупом своем мозгу вижу то есть когда человек учится на медицинском первое время учится просто на врача да потом происходит некое распределение еще и говорит а я я буду педиатром я буду спасать детей они такие молодец владимир что то говорит я буду реаниматолог я буду возвращать людей с того света они говорят кирилл потрясающий с такими то ручищами а кто это говорит жопы беру на себя
Че не так то? #прикол #смешноевидео #просекко,,я прям слышу как где то плачет мать которая надеялась что я в три четыре буду в колясках возить детей почти это просто
Ловите отрывок из импровизации 🔥,так же чвк говорили,"Саша известный парень вообще в Клину? Чем он занимается? Сервис? Какой сервис? Авто? Саша, почему ты скрывал это? Ещё рано. Что ты имеешь ввиду? Мы сами дойдём до Москвы, чтоб нас здесь узнали. Так же ЧВК говорили. Слушай, а ты..."
"Скоро новая импровизация с залом! Встретил Илона Маска, который открыл Клинское 😎  #импровизация #соболев",так же чвк говорили,"Саша известный парень вообще в Клину? Чем он занимается? Сервис? Какой сервис? Авто? Саша, почему ты скрывал это? Ещё рано. Что ты имеешь ввиду? Мы сами дойдём до Москвы, чтоб нас здесь узнали. Так же ЧВК говорили. Слушай, а ты..."
А ведь я еще и таксиста могу сыграть! @amerikanec46  @gur_am,эксклюзивно в vк видео в актерский бизнес пробиться очень тяжело linne/,"в актерский бизнес пробиться очень тяжело. Мне пару раз предлагали роли и пару раз я террорист был все время. Понял? Расул, очень классная роль для тебя есть. Смотри, ты Амед из Багдада какой-то. Мне тоже предлагали, только я там пью уже 20 лет. Не, надо отдать должное, они прям попадают."
Это тетя Вика 😅  А у вас с партнером какая разница? Какую считаете допустимой?,я сейчас уже не романтичная. мне романтика в 20 лет нужна была. сейчас романтика требует сил и времени. я сейчас все свободное время хочу спать.,
Продолжение про молодого…   Смотрите Женский  стендап  на ТНТ по субботам в 23.00  #женский стендап ,мне ещё подруги говорят:,"Мне ещё подруги говорят, что я парюсь, но просто встречаюсь с ним для секса. А я уже здесь тоже не особо вывожу. Я вот раньше, честно, я вам клянусь, я вот шутила над такими ситуациями, ну как-то чисто гипотетически, а недавно я сама в ней оказалась. Короче, прикиньте, меня недавно после секса на скорой забрали в больницу. Ну, мне прямо стало плохо, у меня там началась тахикардия, у меня там стали закатываться глаза, у меня прервалось дыхание. Возможно, это был оргазм. Но я подумала, что это инсульт. Прикиньте, всё нормально, меня привезли, смотрели, прописали уколы. Уколы после секса, не после того, как меня собака укусила. Хотя и там, и там слюной обляпали. Но я хотя бы думала, что это страсть, а не бешенство. И самое обидное, знаете, вот мы ничего-то там прям в сексе вытворяли. У меня так укачало в миссионерской. То есть, прикиньте, у меня сейчас секс возможен только под наблюдением терапевта. Я вот раньше подходила к дому, видела, где-то у подъезда стоит скорая, я думала, блин, кому-то плохо. Сейчас думаю, блин, у кого-то праздник."
"У нас есть тут замужние? Вы помните, сколько лет мужу?😂  Поделитесь! Сколько лет в браке? Как оно?",,"Сколько лет мужу? Так, сколько? 27? 29. А точно ваш муж? Как она уверена? 27? А сколько вы женаты уже? Ну, ты врятли ответишь. Давай сразу иди попросим."
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,что одиночество трудно скрыть я вот в какое кафе не приду меня сразу спрашивают вы одна ну как вы узнали вообще какое ваше дело типа мы хотим атмосфера одиночества в нашей крошке картошке ну так что люди в парах они свысока ведут себя по отношению к одиноким это так опрометчиво потому что мы же можем в любой момент сделать так что вы тоже останетесь одни для этого достаточно просто подойти к незнакомой паре и глядя на женщину спросить у мужчины это кто если они останутся вместе это судьба но вряд ли вряд ли но и лишь несет одна пара из трех вообще вообще столько советчиков развелось все учат как покорить женщину я вот у одного такое прочитала трогайте женщин им это нравится если на первом свидании женщина разрешила вам потрогать свое лицо это знак ну конечно это знак это знак что она без сознания скорую вызови сидишь смотришь больше всего меня поразил такой совет значит для сближения с женщиной неожиданно закиньте на нее ногу сразу я представилась сидим мы в кафе он закинул на меня ногу и я такая что же ты медлил
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,а я тут недавно себе купила книжку обучающую рисовать я думаю она позволит мне меньше нервничать больше расслабляться там есть пошаговая инструкция как нарисовать лошадь значит на первом на первой картинке одна линия ты проводишь линию думаешь все о художниках же на второй картинке еще одна линия и на третьей картинке вся остальная что это за дикий способ самоутвердиться и посмотри как у тебя никогда в жизни не получится я провела две линии и назвала рисунок лошади без последнего шага у меня есть дочь она ходит в школу и как то ее одноклассница пришла в школу и сказала с этого момента я попрошу всех вас называть меня николай васильевич гоголь никто не спросил почему все и так увидели неудачное каре вообще когда у тебя есть ребенок ты пытаешься не передать ему свои страхи очень неудобно бывает когда у тебя одинаковый страх с ребенком мы вот с дочерью боимся собак и я понимаю что если что то я должна ее защитить но я думаю что я просто убегу а бегаю я быстрее поэтому шансов у меня больше
Продолжение про отношения с молодым мужчиной.  Смотрите Женский  стендап  на ТНТ по субботам в 23.00  #женский стендап   #отношения #романтика #диспансеризация,.н мне ещё подруги говорят:,мне еще подруги говорят ой ладно че ты паришься ну просто встречайтесь с ним для секса а я уже здесь тоже не особо вывожу да я вот раньше честно я вам клянусь я вот шутила над такими ситуациями ну как то чисто гипотетически а недавно я сама в ней оказалась короче прикиньте меня недавно после секса на скорой забрали в больницу ну у меня мне прям стало плохо у меня там началась тахикардия у меня там стали закатываться глаза у меня прервалось дыхание возможно это был оргазм но я подумала что это инсульт прикиньте не все нормально меня привезли да смотрели прописали уколы уколы после секса не после того как меня собака укусила хотя и там и там слюной обляпали я хотел думал что это страсть а не бешенство и самое обидное знаете вот мы ничего то там прям в сексе вытворяли меня то кукачал в миссионерской прикиньте мне сейчас тест возможен только под наблюдением терапевта я вот раньше подходила к дому видела где то у подъезда стоит скоро я думала блин кому то плохо сейчас думаю блин у кого то праздник
comedyclubru https://t.me/comedyclubru/693    Новый образ Стаса Михайлова 😎  «Comedy Club» в пятницу в 21:00 на ТНТ,,"Твой новый образ — это полная хрената. Не знаю, а мне нравится. Вот видишь, ты уже мужикам нравишь. Ты хоть понимаешь, что ты всю концепцию образа Стаса сломал? Женщина должна хотеть Стаса, понимаешь? Она должна хотеть переспать со Стасом. И понимать, что это как бы возможно, понимаешь? Вот она на концерте вот такого Стаса видит, понимаешь? Хочет его. Приходит домой, а там примерно такой же в трухана на диване сидит, понимаешь? А с тобой как переспать? Да надо что-то придумывать, надо через какую-то VPN заходить, я не знаю."
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,но вообще бывает сложно найти общий язык с людьми особенно с соседями а кто ненавидел соседей поход есть такие люди когда мне иногда кажется что мы пытаемся оправдать все наши неудачи с соседями вот у меня есть соседка я живу на четвертом этаже она на пятом она очень тихая но я слышу когда она включает пылесос и меня это страшно раздражает но не потому что громко а потому что она пылесосит чаще чем я я думаю она пытается показать мне какая она хорошая хозяйка но я в этом случае включаю миксер ничего не готовлю просто включаю чтобы она знала что и у нас пироги пекутся я думаю может быть и она не пылесосит просто у нас такое соревнование крутим счетчики у нее грязно у меня доставка не у нее не у меня нет мужа но мы с ней тщательно это друг от друга скрываем это наше хобби и тут она ко мне пришла говорит ой извини воскресенье будет шумное мы будем отмечать день рождения моего молодого человека да еще раз собралась отмечать год как ты его себе придумала какие то пирог свой занесут
ПОЛНЫЕ ВЫПУСКИ В ШАПКЕ ПРОФИЛЯ☝🏻 Мария Маркова #маркова #мариямаркова #женский стендап  #женский стендап натнт # стендап  #женский стендап 5сезон #юмор,,"Я как-то ехала в метро, были свободные места только с двух сторон от меня. И ко мне подходит молодой человек с девушкой, и молодой человек делает так. Я думаю, это что, он решил меня смахнуть? Типа сейчас создашь ветер, я замерзну и уйду? Ну я помахала ему, вот, веду, может, насыграю так? По машине знакомиться там или что? Он говорит, подвиньте, мы пара. Я думаю, в смысле, вы же не последняя пара на Земле? Я понимаю, если бы вы были парой уссурийских тигров, вас осталось всего 30, вам надо держаться вместе. Я говорю, нет. И они сели с двух сторон от меня и стали целоваться через меня. Ничего себе решили напугать. Вы что думаете, я в 3D что ли ни разу не была? Думаю, эти люди стали целоваться мне назло. Я думаю, что они до этого вообще не были знакомы. Я думаю, не надо подавать виду, потому что они начнут же этим пользоваться. Так, придут в банк, скажут, дайте нам деньги. Им скажут нет, они такие, ну, видит Бог, мы не хотели. Доставай клубнику, мы сейчас будем друг друга кормить."
"При всем уважении, про хороших мужчин",у меня в жизни я 86 wini,"У меня в жизни настал вот этот момент, когда мне резко понадобилось покупать вообще всё ортопедическое. Хотя ничего особенного не случилось. Со мной случилось то же самое, что и со всеми. Я просто жила эту жизнь и от этого стала кривой. Я пришла к ортопеду. Сижу к ортопеду. Он говорит, смотрите, у вас очень слабая спина, слабый позвоночник, вы сутулитесь. И у вас есть хорошая такая перспективка на горд. А я когда у Вселенной просила новые вершины, я вообще не это имела в виду. Просто горд. Ну, горд. Ну, согласитесь, если ты не охраняешь собор, ну ***. Самое обидное, что я такая, ну ничего, сейчас я деньги заработаю, всё себе куплю, всё вправлю. Прихожу к ортопеду, говорю, давайте, что, корсет какой-то дорогой, если надо покупать, я куплю. Может, какая-то операция, вы мне там всё вправите. Он говорит, не-не, ничего тебе не надо покупать, делайте гимнастику. Я говорю, ещё. Он говорит, не-не, тебе поможет только гимнастика. И дальше вот эта волшебная история про гимнастику, знаете, как она помогла одной девочке, когда одна девочка регулярно делала гимнастику, у неё сейчас и спина ровная, и на весь зал ей говорят, Лейсан, я люблю тебя."
С ДЕТЬМИ В МУЗЕЕ. Как совместить?  #иванабрамов # стендап  #моидевочки #музей #сдетьмивмузей #дети,ч,"Я замечаю, что когда я пытаюсь привить своим детям, пятилетним и восьмилетним, соответственно, девочкам, свою любовку к искусству, у меня вырабатывается раздражение к этим детям, потому что кто хоть раз в жизни ходил в музей с детьми, ну согласитесь, невозможно больше минуты постоять у картины, не услышав «Пап, пойдём, эти картины высасывают из меня радость, пойдём лучше к той картине с надписью «выход», пожалуйста»."
Любите безалкогольное вино? @tnt_online # стендап  #камеди #камедиклаб #юмор #вино,безалкогольное вино,слышали когда нибудь про безалкогольное вино стоп такая нахрен она тогда нужно в нем же отсутствует главный критерий вина да но но после обычного вина у тебя хоть не знаю рождаются какие то чувства да там ты хочешь драться уехать на последние шестьсот рублей на бизнесе да но что то такое после безалкогольного вина нет давайте так никто никогда в жизни не пойдет в магазин в три часа ночи за второй бутылкой безалкогольного вина и не будет три ночи на кухне сидеть гуглить доставка безалкогольного вина москва полторы тысячи та похрен заказывай
Когда приехал в гости к родителям. Кого так же встречают? # стендап  # стендап  # стендап тнт #шутка #романкосицын #comedy,tht мои родители живут в воронежской области сейчас.,мои родители живут в воронежской области сейчас и я к ним езжу всего лишь раз в год так получается но мать видимо думает что я весь год не ел потому что она накрывает такой стол там три вида мяса какие то салаты закуски чтобы понимали мы первые десять минут жрем бензин вот такой вот и там нет полезных блюд там каждое блюдо это в майонез добавлено что то вот такой я стараюсь ее не обидеть я ем шашлык из свинины шашлык из курицы отбивную сорок сантиметров огурцов еврейский салат закуски когда через полтора часа сидишь такой батя батя говорит выпей компоту какой компот тащите ред нужно прочистить засор вот
Когда дети отстали от нас на 5 минут 😂 @borsheva,,
"Пришла на массаж: Массажист говорит: Какой вам массаж?  Я: ну какой-то согнать лишнюю жидкость, ухудить тело.. Массажист: этот массаж называется «диета»…  🗿🗿🗿  А знаешь, как называются твои чаевые? Нулевые!!!",,
Смотрите новый сезон @female стендап  каждую субботу на ТНТ в 23:00 #женский стендап  # стендап  # стендап  #юмор,про-советы подруг д 53,я разочаровалась в чатах с подругами я решила что я не буду задавать туда никакие вопросы про парней потому что я понимаю что мы все взрослеем мы все умнее а мне надоели вот эти вот осознанные рациональные советы типа карина ты просто не рациональная когда думаешь вика если ты похожа на лобковскую значит ты разбираешься и последний раз орала хочу и буду когда тебя с барной стойки снимала
Кристина Ганина @kristinaganina про накопление денег 💵   «Женский  стендап » в субботу в 23:00 на ТНТ,tht я стараюсь копить,"Я стараюсь копить. Есть люди, которые стараются копить. Поаплодируйте. Всегда, кстати, есть вот эта пара, где один аплодирует, а второй такой, ты чё, кофе, что ли? Да, я, знаешь, ещё поняла, что в браке сложно копить, потому что приходится идти на какие-то хитрости. Я вот своему мужу каждый месяц говорю, говорю, Влад, у нас ипотека, нужно скинуться, с тебя 30 тысяч. Он мне даёт 30 тысяч, хотя платёж у нас 21. Я это называю пассивный доход. Но я в своей хитрости сразу скажу не идеально. У меня в этом плане есть кумир, моя бабушка. Я вот прям к ней стремлюсь, потому что она у меня такая женщина, знаете, она всё время говорила, нет денег, ни на что не хватает денег, а потом ты узнаёшь, что она миллионерша."
🤭🤭😂😂😂,,
"Ну а чё , всё по факту","кху 5 ям slovolina (и.) мой любимый древнебуддистский философ, который проповедовал спокойствие и невозмутимость.",
Антиглянцевый вечер🪭 Как вам мой 🧅?)  @samolet.ru  @letoile_official  @gardenia.moscow  @guestmanagement.ru,1 i l ! i : j 2,
новое звучание !!!!,vк видео исполнение трека российского футбола с мужским концертным хором,это любовь моя любовь моя любовь
ЖЕНСКИЙ  стендап  по субботам в 23-00 на @tnt_online #зояяровицына #женский стендап натнт,tho но я не такая,"Ну я не такая, я вообще не лёгкая. У меня дома есть папка с чеками. Я не могу быть воздушной, меня на Земле держат гарантии. Ну я такая, поняли, ответственная. Мне кажется, если б я участвовала в оргии, я б там следила, чтоб всем досталось. Как с сахаром, один оргазм в одни руки."
ЛИЧКА. Хороший сосед. #иринамягкова #бьянка #мягковаирина #шоуличка #личка #женский стендап ,"«борис поставил на кухне пельмени,","Борис поставил на кухне пельмени. Я боюсь, котика съедят. Давай начнем, кто такой Борис? Борис — это мой сосед. Он у тебя в квартире ставит пельмени? А чё он делал у меня в квартире пельмени? У них прекрасная семья, мы дружим. У них там семья... Но не настолько, чтобы варить у тебя на кухне. Борис, спасибо вам большое, что вы сделали мне вот эту штуку, по которой снег впадает. Я не нашла никого, кто бы это сделал, потому что все блогеры сейчас. Есть такое, скажи. Вообще некому обои покрыть."
Ой что нашла)))))     https://dzen.ru/video/watch/6269643b650d2138c77a56a7,,
"Группа ""Вечер"" НУ И ВАЛИ В СВОЮ МОСКВУ",tht tht ш ` | 4,"Я один хожу в гаражу. Какая же ты все-таки дурочка, что переехала отсюда в Москву. Я купил на лето нам две удочки и за тебя теперь одну продаю. Ну и вали в свою Москву. Я прямо сейчас другой пойду, я тебя больше не люблю. Ну и вали в свою Москву. Ключом в подъезде напишу не I love you, не I love you. В надежде, что ты что-то передумала с гитарой прихожу я на перон. Снова вижу я, какая дура ты, ведь я тебе отремонтировал айфон. А я молюсь, чтобы у тебя не перло там, и чтоб тебя отшила грешная Москва. Ты вернешься, упадешь к моим ногам и скажешь, милый, я была не права. Ну и вали в свою Москву. Я прямо сейчас другой пойду, я тебя больше не люблю. Ну и вали в свою Москву. Ключом в подъезде напишу не I love you, не I love you. Ну и вали в свою Москву. Я прямо сейчас другой пойду, я тебя больше не люблю. Ну и вали в свою Москву. Ключом в подъезде напишу не I love you, не I love you."
я:,"обычная женская сумка: косметичка, расческа, kom билет в сузаль, кошка , вставная i челюсть, gomкрат",
comedyclubru https://t.me/comedyclubru/692    Какой отдых выберешь ты?😏  «Comedy Club» в пятницу в 21:00 на ТНТ,,"А пить что-то будете? Я не знаю, там может быть водочку? Ледяную! Ледяную из морозилочки! Возми рюмочки из морозилочки! Достань, чтоб вот прям пальцы обжигали, прям вот такие рюмочки! Принесёшь тоже, да? Я прошу прощения, а рюмочек сколько? А Сергей у нас не пьют! А две рюмочки давай, у меня ж две руки будут! Может быть пиво? Нет, нет, ну что вы у Серёжи такой слабый желудок? А при чём тут желудок? Жара 45 градусов, он до желудка не дойдёт, на губах обсохнет всё, вы что? Кактус иногда тоже надо поливать! Знаете, спасибо за ваше экспертное мнение, но я наверное лучше знаю, что действительно Сергею нужно. Я не настаиваю, вообще не настаиваю. Может настойчика, кстати, настойчика? Дорогая, пожалуйста, настойчика, там же вообще градусов нет, ты как будто компотик перебродил, пожалуйста, очень прошу. Серёж, ну какая настойчика? Мы же договорились, никакого алкоголя, отдыхать можно без алкоголя. В Сочи? Да, в Сочи. Ну в разном Сочи мы отдыхаем, конечно, с вами."
И не обманул? #спорт #жизнь #юмор,,А чё ты в спортзал не ходишь? Да я дома качаюсь.
Сдавал кому-то Минаев квартиру?   #прожарка #токсики,московские арендодатели,"Вообще, лицо Сергея Минаева мне знакомо с детства, потому что наша семья всю жизнь платила таким людям аренду. Всю жизнь. СМЕХ Будь это кафешка, ебешка, квартира всегда. Приходил Сергей, говорил, все в порядке, все работает. И мы такие, спасибо, хозяин, вот тебе деньги, уходи. Вот обращаюсь в камеру, всем приезжим, вот сюда уходят деньги, когда вы переводите. Вот так живут люди, у которых мы снимаем хаты. Что-то денежка капает, бля, книжку написал. Почему бы не написать? А дай-ка, бля. Блю, деньги пришли, охуительно все написал. Ресторан, блядь, у него, хлеб, вино. Да, у таких людей всегда пиздатая дача, но нет друзей. И он приходит на эту дачу, он такой, вина попью, хули делать. И хлеб поем."
